# SentiWordNet Pt-BR v1.0b (13 Agosto 2017)
# Todos os direitos reservados.
#
# Link: https://github.com/Pedro-Thales/SentiWordNet-PT-BR
#
# Data format.
# 
# A primeira coluna corresponde ao ID baseado na identificação
# 	internacional baseada no WordNet 3.0.
# Os valores PosPont e NegPont são respectivamente a pontuação 
# 	positiva e negativa dos termos.
#
# A identação padrão utiliza tabulação entre as colunas.
#
#ID	PosScore	NegScore	Termo
01104018-v	0	0.625	derrotar
01104018-v	0	0.625	superar
01104018-v	0	0.625	ultrapassar
01104018-v	0	0.625	vencer
01104026-a	0	0	avulso
01104026-a	0	0	especial
01104026-a	0	0	particular
01104026-a	0	0	peculiar
01104026-a	0	0	próprio
01104324-n	0	0	Catering
01104406-n	0.25	0.125	Agronegocio
01104406-n	0.25	0.125	agricultura
01104406-n	0.25	0.125	agro-indústria
01104406-n	0.25	0.125	agronegócio
01104544-n	0	0	horticultura
01104544-n	0	0	horticultura de mercado
01104624-v	0	0	roubar
01104624-v	0	0	sacanear
01104624-v	0	0	trapacear
01104637-n	0	0	construção
01104637-n	0	0	edifício
01104852-v	0	0	enganar
01104889-a	0	0	próprio
01105233-a	0	0	específico
01105259-n	0	0	expedição
01105259-n	0	0	transportação
01105259-n	0	0	transporte
01105620-a	0.125	0.25	inespecífico
01105620-a	0.125	0.25	não específico
01105635-n	0	0	transporte aéreo
01105639-v	0	0.125	apresentar melhor que
01105639-v	0	0.125	ser melhor que
01105639-v	0	0.125	superar
01105639-v	0	0.125	ultrapassar
01105737-n	0	0	navegação
01105840-a	0	0	nacional
01106129-a	0	0	federal
01106272-n	0	0	frete
01106405-a	0	0	local
01106587-n	0	0	balsa
01106614-a	0	0	cosmopolita
01106808-n	0	0	transação
01106815-a	0	0	endêmico
01106864-v	0.75	0	superar
01107206-a	0	0	federal
01107521-a	0.25	0	unitário
01107544-v	0	0	pesar mais
01107751-a	0	0	centralizado
01107932-n	0	0	transferência
01107973-a	0	0	descentralizado
01108148-v	0	0	derrotar
01108148-v	0	0	superar
01108148-v	0	0	vencer
01108627-v	0	0	derrotar
01108627-v	0	0	subjugar
01108627-v	0	0	superar
01108627-v	0	0	ultrapassar
01108627-v	0	0	vencer
01108716-a	0.5	0	técnico
01109096-a	0.125	0.75	não técnico
01109259-v	0.125	0	derrotar
01109259-v	0.125	0	superar
01109259-v	0.125	0	triunfar
01109259-v	0.125	0	vencer
01109687-n	0	0	permuta
01109687-n	0	0	troca
01109914-a	0	0	proprietário
01110274-n	0	0	comércio
01110274-n	0	0	negócio
01110274-n	0	0	transacção
01110517-v	0.125	0.375	derrotar
01110517-v	0.125	0.375	superar pela força
01111016-a	0	0	liberal
01111028-v	0.25	0	avançar
01111028-v	0.25	0	ganhar
01111133-n	0	0.125	empréstimo
01111375-n	0	0	Aluguel
01111375-n	0	0	aluguel
01111375-n	0	0	arrendamento
01111418-a	0.5	0	generoso
01111418-a	0.5	0	liberal
01111458-v	0	0	roubar
01111750-n	0	0	importação
01111952-n	0	0	exportação
01111965-a	0	0	exuberante
01112132-n	0	0	contrabando
01112420-n	0	0	Marketing
01112420-n	0	0	marketing
01112420-n	0	0	mercadologia
01112573-a	0.125	0.125	tacanho
01112573-a	0.125	0.125	ávaro
01112573-a	0.125	0.125	ávido
01112739-n	0	0	marketing direto
01112885-n	0	0	Distribuição
01112885-n	0	0	distribuição
01113068-n	0	0	venda
01113636-a	0.375	0.125	tinhoso
01113806-v	0	0	receder
01113867-n	0	0	tráfego
01113867-n	0	0	tráfico
01113867-n	0	0	trânsito
01114055-n	0	0	narcotráfico
01114172-n	0	0	simonia
01114303-v	0	0.125	conquistar
01114434-a	0.125	0.625	liberal
01114458-n	0	0	retalho
01114458-n	0	0	varejo
01114475-v	0	0	dar xeque-mate
01114646-n	0	0	atacado
01114646-n	0	0	venda por atacado
01114658-a	0.5	0	generoso
01114658-a	0.5	0	grande_coração
01114658-a	0.5	0	magnânimo
01114824-n	0	0	venda
01115162-n	0	0	marketing
01115162-n	0	0	venda
01115190-v	0	0	empatar
01115349-a	0.364	0.636	autêntico
01115349-a	0.364	0.636	genuíno
01115349-a	0.364	0.636	legítimo
01115411-v	0	0	equalizar
01115585-v	0	0	render-se
01115589-n	0	0	descargas não controladas
01115635-a	0.4	0.6	autêntico
01115635-a	0.4	0.6	genuíno
01115916-v	0	0.125	resistir
01116026-n	0	0	Tele-marketing
01116026-n	0	0	Telemarketing
01116026-n	0	0	telemarketing
01116206-n	0	0	telemetria
01116447-v	0	0	aceitar
01116447-v	0	0	desistir
01116585-v	0	0	resistir
01116696-n	0	0	Tonometria
01116857-a	0	0	assumido
01116857-a	0	0	fictício
01116857-a	0	0	pretendido
01116857-a	0	0	pretenso
01117164-n	0	0	aventura
01117226-a	0	0.75	forjado
01117477-a	0	0.75	farsante
01117541-n	0	0	venda
01117609-v	0	0.125	desistir
01117723-n	0	0	liquidação
01117723-n	0	0	promoção
01117812-v	0	0	capitulação
01117812-v	0	0	desistir
01117812-v	0	0	rendição
01117942-a	0	0.375	aparente
01118182-n	0.25	0	feira
01118409-a	0.125	0.875	sintético
01118449-v	0	0.5	agredir
01118449-v	0	0.5	atacar
01118568-a	0	0	geocêntrico
01118776-n	0	0	liquidação
01118928-a	0	0	heliocêntrico
01119169-v	0	0	assaltar
01119169-v	0	0	atacar
01119192-a	0.5	0	dotado
01119192-a	0.5	0	talentoso
01119950-v	0	0.125	arremeter
01120069-v	0	0.375	agredir
01120069-v	0	0.375	assaltar
01120069-v	0	0.375	atacar
01120069-v	0	0.375	violentar
01120448-n	0	0	pagamento
01120759-v	0	0.125	molestar
01120925-a	0.25	0.625	glorioso
01121070-n	0	0	Amortização
01121070-n	0	0	amortização
01121402-a	0.25	0.125	celebrado
01121402-a	0.25	0.125	comemorada
01121402-a	0.25	0.125	comemorado
01121507-a	0.875	0	divino
01121507-a	0.875	0	sublime
01121690-n	0	0	reembolso
01121855-n	0	0	retribuição
01121948-v	0	0	duelar
01122121-a	0.5	0.25	incandescente
01122194-v	0	0	competir
01122387-n	0	0	tributo
01122601-n	0	0	despesas
01122754-n	0	0	déficit público
01122938-n	0	0	amortização
01123095-n	0	0	migração
01123148-a	0.75	0	boa
01123148-a	0.75	0	bom
01123304-n	0	0	corrida do ouro
01123420-n	0	0	Stampede
01123598-n	0	0	controle_social
01123879-a	0.875	0	muito bom
01123887-v	0	0	atacar
01124246-n	0	0	sanção
01124768-a	0.125	0	aceitável
01124768-a	0.125	0	satisfatório
01124794-n	0	0	administração
01124794-n	0	0	governação
01124794-n	0	0	governo
01125006-a	0.875	0	sólido
01125084-v	0	0	contra-atacar
01125154-a	0.875	0	magnífico
01125429-a	0	0.625	ruim
01125693-n	0	0	legislação
01125724-v	0	0	minar
01126051-v	0	0	emboscar
01126291-a	0	0.875	abominável
01126291-a	0	0.875	apavorante
01126291-a	0	0.875	atroz
01126291-a	0	0.875	horrível
01126291-a	0	0.875	terrível
01126360-v	0	0	invadir
01126360-v	0	0	ocupar
01126564-n	0	0	Vinificação
01126700-v	0	0	atacar
01126709-n	0	0	Viticultura
01126709-n	0	0	viticultura
01126841-a	0	1	deplorável
01126841-a	0	1	lamentável
01127019-n	0	0	aplicação
01127019-n	0	0	coerção
01127019-n	0	0	cumprimento
01127019-n	0	0	cumprimento (legal)
01127019-n	0	0	execução
01127019-n	0	0	imposição
01127019-n	0	0	observação
01127075-v	0	0	barrar
01127075-v	0	0	fazer barricadas
01127147-a	0	0.875	horrível
01127245-n	0	0	coacção
01127379-n	0	0	Implementação de software
01127379-n	0	0	cumprimento
01127379-n	0	0	execução
01127379-n	0	0	realização
01127411-v	0	0	cercar
01127411-v	0	0	sitiar
01127661-a	0	0.875	horrível
01127782-a	0	0.75	fedida
01127782-a	0	0.75	fedido
01127782-a	0	0.75	fedorenta
01127782-a	0	0.75	fedorento
01127795-v	0	0	defender
01128103-a	0.125	0.75	incompetente
01128137-n	0	0.125	execução da lei
01128193-v	0	0.75	defender
01128193-v	0	0.75	proteger
01128253-a	0.222	0.778	medíocre
01128390-n	0	0	dominação
01128406-a	0	0.75	levado
01128406-a	0	0.75	travesso
01128778-v	0	0	imunizar
01128806-n	0	0	monopolização
01129064-v	0	0.25	defender
01129064-v	0	0.25	proteger
01129337-v	0.125	0.375	defender
01129337-v	0.125	0.375	guardar
01129337-v	0.125	0.375	salvaguardar
01129337-v	0.125	0.375	salvar
01129644-a	0.25	0.75	desfavorável
01129823-a	0.222	0.778	inapropriado
01129876-v	0	0.25	defender
01129920-n	0	0	dever
01129920-n	0	0	responsabilidade
01129977-a	1	0	boa
01129977-a	1	0	bom
01130169-v	0	0.375	proteger
01130261-a	0.625	0	angelical
01130261-a	0.625	0	angélico
01130455-v	0	0.25	enfeitiçar
01130607-v	0	0	emparedar
01130614-a	0.875	0	beatificação
01130905-n	0	0	ônus da prova
01131043-a	0	0.875	malvado
01131043-a	0	0.875	maléfica
01131043-a	0	0.875	maléfico
01131043-a	0	0.875	mau
01131043-a	0	0.875	má
01131043-a	0	0.875	ruim
01131197-v	0	0	repelir
01131425-n	0	0	incumbência
01131454-a	0	0.875	abominável
01131454-a	0	0.875	atroz
01131454-a	0	0.875	nefando
01131473-v	0	0.125	resistir
01131803-a	0	0.75	mau
01131803-a	0	0.75	ruim
01131902-v	0	0	bombardear
01131902-v	0	0	bombear
01132327-n	0	0	providência
01132515-a	0.125	0.875	diabólico
01132515-a	0.125	0.875	infernal
01132515-a	0.125	0.875	sinistro
01132864-n	0.25	0	obediência
01133017-a	0	0.5	desprezível
01133017-a	0	0.5	vil
01133106-n	0	0	(militar) ocupação
01133281-n	0	0	administração
01133281-n	0	0	gestão
01133374-a	0.125	0.75	diabólico
01133760-n	0	0	Maestros
01133760-n	0	0	maestro
01133825-v	0	0	atirar
01133876-a	0.75	0	afável
01133876-a	0.75	0	amável
01133876-a	0.75	0	gentil
01133876-a	0.75	0	lhano
01134037-n	0	0	finança
01134071-v	0	0	pipocar
01134232-a	0.75	0	afável
01134232-a	0.75	0	amável
01134375-v	0	0	disparar
01134781-v	0	0	atirar
01134781-v	0	0	disparar
01134861-n	0	0	tratamento
01135163-n	0	0	Biorremediação
01135529-n	0	0	superintendência
01135529-n	0	0	supervisão
01135673-a	0.125	0.875	resmungão
01135783-v	0	0	abrir fogo
01135783-v	0	0	disparar
01135914-a	0	0.375	colérico
01135952-n	0.375	0	administração
01135952-n	0.375	0	gerenciamento
01135952-n	0.375	0	gestão
01136127-a	0	0.875	rústico
01136248-a	0	0.625	birrento
01136248-a	0	0.625	mal humorado
01136248-a	0	0.625	rabugento
01136519-n	0	0	organização
01136541-a	0	0.25	irritadiço
01136541-a	0	0.25	petulante
01136614-v	0	0	atirar
01136614-v	0	0	disparar
01136835-v	0	0	metralhar
01137138-v	0	0	atirar
01137378-a	0.25	0.625	taciturno
01137582-v	0	0.125	fuzilar
01137983-v	0	0	torpedear
01137987-n	0	0	reestruturação
01137987-n	0	0	remodelagem
01137987-n	0	0	reorganização
01137987-n	0	0	restruturação
01138204-v	0	0	emboscar
01138204-v	0	0	estar em uma emboscada
01138316-a	0	0.5	misógino
01138523-v	0	0	apostar
01138523-v	0	0	jogar
01138610-a	0	0.625	megera
01138610-a	0	0.625	perversa
01138670-n	0	0	autorização
01138733-v	0	0	jogar dados
01138733-v	0	0	jogar os dados
01138911-v	0	0	apostar
01139000-n	0	0	sanção
01139104-v	0	0	apostar
01139194-n	0	0	licença
01139194-n	0	0	permissão
01139352-a	0.5	0.125	gracioso
01139613-a	0.5	0	elegante
01139623-v	0	0	dobrar
01139749-n	0.125	0.125	Nihil obstat
01139756-v	0	0	conter
01139756-v	0	0	conter-se
01139756-v	0	0	refrear
01139756-v	0	0	refrear-se
01139832-a	0	0.125	fluente
01139832-a	0	0.125	fluido
01140065-v	0	0	pescar caranguejo
01140193-n	0	0	acreditação
01140315-v	0	0	pescar vieiras
01140471-n	0	0	delegação
01140514-a	0.5	0.125	 esquisito
01140514-a	0.5	0.125	estranho
01140658-n	0	0	mandato
01140794-v	0	0	catar
01140794-v	0	0	pescar
01140839-n	0	0	delegação
01140896-a	0.125	0.25	atrapalhado
01140896-a	0.125	0.25	desajeitado
01141160-n	0	0	devolução
01142069-a	0.25	0.125	elegante
01142069-a	0.25	0.125	esbelto
01142069-a	0.25	0.125	gracioso
01142196-a	0.625	0	misericordioso
01142203-v	0	0	emboscar
01142324-n	0	0.125	Tolerância
01142519-n	0	0	sistemas de condutas
01142595-a	0.25	0.75	rústico
01142804-a	0	0	gradual
01143040-n	0	0	preparação
01143279-a	0	0.5	abrupto
01143279-a	0	0.5	repentina
01143279-a	0	0.5	repentino
01143279-a	0	0.5	súbito
01143585-a	0.25	0.25	abrupto
01143585-a	0.25	0.25	brusco
01143585-a	0.25	0.25	escarpado
01143585-a	0.25	0.25	repentino
01143838-v	0	0	caçar
01144009-a	0	0.25	explosivo
01144046-n	0	0	preparação
01144102-a	0	0.75	fulminante
01144355-n	0	0	programação
01144359-a	0.125	0.625	gradual
01144657-v	0	0	andar à caça de
01144657-v	0	0	montear
01144730-a	0	0	emrampa
01144876-n	0.125	0	directriz
01144876-n	0.125	0	direcção
01144876-n	0.125	0	direção
01144876-n	0.125	0	gerência
01144876-n	0.125	0	gestão
01144887-a	0.375	0	íngreme
01144887-a	0.375	0	íngrime
01145015-n	0	0	golpe de estado
01145015-n	0	0	transferência da administração
01145015-n	0	0	transferência do controle
01145151-a	0.25	0.25	abrupto
01145151-a	0.25	0.25	brusco
01145151-a	0.25	0.25	repentino
01145359-n	0	0	amarra
01145359-n	0	0	limitação
01145422-a	0	0	perpendicular
01145724-a	0.25	0.25	perpendicular
01146012-a	0.5	0	gramatical
01146039-n	0	0	freio
01146051-v	0	0.25	batalhar por algo
01146371-a	0	0.75	incorreto
01146493-a	0.5	0.25	agradecido
01146493-a	0.5	0.25	gratidão
01146493-a	0.5	0.25	grato
01146493-a	0.5	0.25	reconhecido
01146576-n	0	0	confinamento
01146732-a	0.25	0.75	agradecido
01146732-a	0.25	0.75	apreciativo
01146732-a	0.25	0.75	obrigado
01146768-n	0	0	aprisionamento
01146793-v	0	0	jogar golfe
01146918-v	0	0	esgrimir
01147044-a	0	0.75	ingrato
01147044-a	0	0.75	mal-agradecido
01147060-v	0	0	bloquear
01147060-v	0	0	defletir
01147060-v	0	0	impedir
01147135-n	0	0	prisão domiciliar
01147433-a	0	0	haplóide
01147451-n	0	0	contenção
01147451-n	0	0	contenção (indústria nuclear)
01147622-a	0	0	diplóide
01148101-v	0	0	canelar
01148283-a	0.875	0	contente
01148283-a	0.875	0	feliz
01148283-n	0	0.125	regulamentação
01148296-v	0	0.125	cobrir
01148398-n	0	0	reimposição
01148614-n	0	0	restrição
01148710-v	0	0	torcer
01148764-a	0.625	0.25	bendito
01149115-n	0	0	Desconfidencialização
01149138-v	0	0.125	defender
01149303-n	0	0	especificação
01149303-n	0	0	estipulação
01149327-v	0	0	alinhar
01149470-v	0	0	jogar
01149494-a	0	0.75	infeliz
01149494-a	0	0.75	triste
01149621-n	0	0	restrição
01150096-n	0	0	vasoconstrição
01150200-n	0	0	privação
01150205-a	0	0.875	azarado
01150205-a	0	0.875	miserável
01150467-n	0	0	empobrecimento
01150559-v	0	0	apontar
01150559-v	0	0	direcionar
01150559-v	0	0	dirigir
01150915-a	0	0	dificil
01150915-a	0	0	dura
01150915-a	0	0	duro
01150938-n	0	0	política de apaziguamento
01151097-n	0	0.375	pacificação
01151110-v	0	0	apontar
01151110-v	0	0	direcionar
01151110-v	0	0	mirar
01151246-a	0.25	0.25	de ferro
01151407-n	0.25	0	conciliação
01151605-n	0	0	internacionalização
01151605-n	0	0	mundialização
01151753-v	0	0	manter
01151788-n	0	0	nacionalização
01151951-a	0	0.375	granítico
01152033-n	0	0	privatização
01152091-a	0	0	endurecido
01152214-v	0	0	fazer mira
01152300-n	0	0	nacionalização
01152396-v	0	0	atingir
01152461-n	0	0	nacionalização
01152746-a	0	0.25	macio
01152896-v	0	0	direccionar
01153165-v	0	0.125	contra-atacar
01153305-n	0	0	federação
01153486-v	0	0.5	desagravar
01153486-v	0	0.5	desforrar
01153486-v	0	0.5	retaliar
01153486-v	0	0.5	revidar
01153486-v	0	0.5	vingar
01153548-n	0	0	discriminação
01154030-a	0	0	fofa
01154030-a	0	0	fofo
01154083-n	0	0	nomenklatura
01154229-a	0.25	0.375	flácido
01154229-a	0.25	0.375	fofo
01154229-a	0.25	0.375	mole
01154351-a	0.125	0.25	lanoso
01154373-n	0.125	0	discriminação etária
01154487-n	0	0.625	Fisiologismo
01154772-n	0	0	Heterossexismo
01154825-v	0	0.25	dedetizar
01154825-v	0	0.25	desinsetizar
01154900-n	0.375	0	Nepotismo
01154900-n	0.375	0	nepotismo
01154957-v	0	0	superar
01154964-a	0.125	0	esponjoso
01155044-n	0	0	Racismo
01155044-n	0	0	racismo
01155090-v	0	0	avaçar
01155465-n	0.125	0.5	Secularização
01155687-v	0	0	apostar
01155687-v	0	0	jogar
01155815-a	0.125	0.125	endurecido
01155893-n	0	0.25	Sexismo
01155893-n	0	0.25	sexismo
01156070-n	0.125	0	chauvinismo
01156112-a	0.25	0.125	brando
01156115-v	0	0	apostar
01156302-a	0.5	0	doce
01156438-n	0	0	mobilização
01156834-v	0	0	consumir
01156834-v	0	0	tomar
01156899-n	0	0	armamento
01156899-n	0	0	equipamento
01157517-v	0	0	consumir
01157517-v	0	0	gastar
01157557-n	0	0	desarmamento
01157850-n	0	0	alistamento
01157850-n	0	0	conscrição
01158022-v	0	0.25	drenar
01158064-n	0	0	came
01158181-v	0	0	delapidar
01158181-v	0	0	desperdiçar
01158181-v	0	0	dilapidar
01158181-v	0	0	esbanjar
01158190-n	0	0	desmobilização
01158572-v	0.25	0	despender
01158572-v	0.25	0	esgotar
01158572-v	0.25	0	gastar
01158596-a	0	0	alcoólico
01158690-n	0.5	0	estandardização
01158690-n	0.5	0	homologação
01158690-n	0.5	0	normalização
01158690-n	0.5	0	padronização
01158872-v	0	0	empregar
01158872-v	0	0	usar
01158872-v	0	0	utilizar
01158974-a	0	0	forte
01159025-n	0	0	estabilização
01159217-a	0.375	0	espiritoso
01159655-a	0.125	0.5	inofensivo
01159655-a	0.125	0.5	inócuo
01159655-a	0.125	0.5	que não causa danos
01159907-a	0.125	0.25	inocente
01159907-a	0.125	0.25	inócuo
01160031-a	0	0.625	daninho
01160031-a	0	0.625	danoso
01160031-a	0	0.625	nocivo
01160031-a	0	0.625	prejudicial
01160342-n	0	0	castigo
01160342-n	0	0	penalidade
01160342-n	0	0	penalização
01160342-n	0	0	punição
01160370-v	0	0	colocar
01160370-v	0	0	por
01160584-a	0	0.875	abusivo
01160584-a	0	0.875	fraudulento
01160729-n	0	0.125	surra
01160775-a	0	0.375	mal
01160806-v	0.125	0	utilizar
01160899-v	0	0	endereçar
01161017-n	0	0	castigo
01161059-a	0	0.25	deletério
01161059-a	0	0.25	injuriante
01161087-v	0.5	0	desperdiçar
01161087-v	0.5	0	perder
01161233-a	0	0.875	calunioso
01161233-a	0	0.875	difamatório
01161233-a	0	0.875	infamante
01161290-v	0	0.375	tratar erradamente
01161290-v	0	0.375	usar erradamente
01161290-v	0	0.375	usar inapropriadamente
01161290-v	0	0.375	usar para propósitos errados
01161561-v	0.5	0	aproveitar
01161635-a	0	0.75	catastrófico
01161635-n	0	0	detenção
01161635-n	0	0	prisão
01161695-v	0	0	extenuar
01161821-n	0	0	punição
01161984-a	0	0.75	danoso
01161984-a	0	0.75	prejudicial
01162376-n	0	0	encarceramento
01162406-a	0	0.625	insidioso
01162425-v	0	0	reaproveitar
01162425-v	0	0	reciclar
01162425-v	0	0	reprocessar
01162425-v	0	0	reusar
01162425-v	0	0	reutilizar
01162754-v	0.375	0	aproveitar
01162754-v	0.375	0	explorar
01162784-n	0	0	surra
01163047-n	0	0	flagelação
01163083-a	0.75	0	harmonioso
01163197-v	0.25	0	aproveitar se
01163320-a	0.375	0.25	consonante
01163355-v	0.5	0	jogar
01163355-v	0.5	0	manipular
01163620-v	0	0.125	escavar
01163620-v	0	0.125	explorar
01163620-v	0	0.125	minar
01163620-v	0	0.125	minerar
01163779-n	0	0	Pena de morte
01163779-n	0	0	execução
01163779-n	0	0	pena capital
01163779-n	0	0	pena de morte
01163779-n	0	0	punição importanta
01163860-a	0.5	0.25	puro
01163941-a	0.25	0	sinfônico
01164081-v	0	0	minerar
01164273-v	0.25	0	explorar
01164394-n	0	0.125	apedrejamento
01164394-n	0	0.125	lapidação
01164561-a	0.125	0.5	dissonante
01164568-v	0.25	0.375	superexplorar
01164725-v	0.625	0.125	comercializar
01164763-a	0.75	0	saudável
01164874-n	0	0	Mortes por enforcamento
01164874-n	0	0	forca
01164906-v	0.125	0	ordenhar
01165043-v	0	0	consumir
01165043-v	0	0	usar
01165224-n	0	0	decapitação
01165266-a	0.75	0	anti-helmíntico
01165290-v	0	0	fisgar
01165290-v	0	0	viciar
01165337-n	0	0	crucificação
01165474-a	0.625	0	antimicrobiano
01165537-n	0	0	penitência
01165898-v	0.25	0.375	esforçar se demais
01165943-a	0.875	0	curativo
01165943-a	0.875	0	terapêutico
01166093-v	0	0	aplicar
01166093-v	0	0	empregar
01166093-v	0	0	exercer
01166258-n	0	0	câmbio
01166258-n	0	0	troca
01166351-v	0	0	comer
01166413-a	0.875	0	salutar
01166760-n	0	0	compromisso
01166760-n	0	0	dilema
01166875-a	0.625	0	orgânico
01166926-n	0	0	submissão
01167146-n	0.125	0	obediência
01167269-a	0.75	0	preventivo
01167269-a	0.75	0	profilático
01167290-v	0	0	regar
01167537-v	0	0	comer em casa
01167710-n	0	0.375	batalha
01167710-n	0	0.375	conflito
01167710-n	0	0.375	discórdia
01167780-v	0	0	jantar
01167981-v	0	0	jantar
01168259-v	0	0	fazer um piquenique
01168369-n	0	0	protesto
01168434-a	0.375	0.125	patogénico
01168434-a	0.375	0.125	patogênico
01168468-v	0	0	comer
01168569-n	0	0	competição
01168569-n	0	0	concorrência
01168961-n	0	0	contenda
01168988-a	0.25	0.125	médico
01169067-v	0	0	exagerar
01169194-a	0.125	0	cirúrgico
01169205-v	0	0	devorar
01169317-n	0	0	resistência
01169704-v	0	0	chupar
01169704-v	0	0	sugar
01169744-n	0	0.375	confronto
01169744-n	0	0.375	oposição
01169817-a	0.5	0	operável
01169940-a	0.25	0.75	inoperável
01170052-v	0	0	beber
01170052-v	0	0	tomar
01170069-a	0	0.5	pirético
01170136-a	0.5	0	anti-pirético
01170175-n	0	0.25	discórdia
01170243-a	0.75	0	salubre
01170243-a	0.75	0	saudável
01170243-a	0.75	0	são
01170320-n	0	0	desafio
01170502-n	0	0	protesto
01170502-n	0	0	tumulto
01170687-v	0	0	bebericar
01170687-v	0	0	sorver
01170813-n	0	0	contravenção
01170813-n	0	0	discussão
01170813-n	0	0	disputa
01170824-v	0.375	0	engolir
01170824-v	0.375	0	entornar
01170962-n	0	0	batalha
01170962-n	0	0	combate
01170962-n	0	0	disputa
01170962-n	0	0	luta
01170962-n	0	0	peleja
01170962-n	0	0	pugna
01170983-v	0	0	lamber
01171183-v	0	0	beber
01171183-v	0	0	tomar
01171644-n	0	0	Esgrima
01171644-n	0	0	esgrima
01171955-a	0.625	0.375	anictérico
01172173-n	0.5	0	luta
01172252-n	0	0	choque
01172275-v	0	0	beber
01172275-v	0	0	tomar
01172441-n	0	0.5	batalha
01172441-n	0	0.5	briga
01172441-n	0	0.5	combate
01172441-n	0	0.5	luta
01172692-a	0.25	0	saudável
01172701-v	0	0	tocar
01172784-n	0	0	duelo
01172838-v	0	0	comungar
01172889-a	0	0.75	adoentado
01172889-a	0	0.75	doente
01172889-a	0	0.75	doentio
01172889-a	0	0.75	insalubre
01173038-n	0	0	golpe
01173038-n	0	0	porrada
01173208-v	0	0	devorar
01173569-n	0	0	contragolpe
01173795-a	0	0.125	artrítico
01173813-v	0	0	comer como um passarinho
01173933-v	0.125	0	devorar
01173933-v	0.125	0	tragar
01174048-a	0	0	asmático
01174099-v	0	0	engolir
01174251-n	0	0	impulso
01174294-v	0	0	mordiscar
01174555-v	0	0.125	ruminar
01174742-v	0	0	dar uma olhada
01174742-v	0	0	folear
01174742-v	0	0	pastar
01175467-v	0	0	brindar
01175541-a	0	0.75	caseoso
01175810-v	0	0	dar
01175810-v	0	0	propor
01175937-v	0	0	beber tudo
01175937-v	0	0	enxugar
01176079-v	0	0	desordenar
01176079-v	0	0	fazer bagunça
01176219-n	0	0	superação
01176246-a	0.125	0.625	mórbido
01176246-a	0.125	0.625	patológico
01176335-n	0	0.25	contenda
01176544-a	0	0.75	edematoso
01176734-v	0	0.125	alcoolizar
01176787-a	0	0.625	espumoso
01176973-a	0	0.5	gangrenoso
01177033-n	0	0	protesto
01177118-v	0	0	hospedar
01177246-a	0	0.75	inflamatório
01177327-n	0	0	rebelião
01177556-a	0	0.625	ictérico
01177583-n	0	0.125	pancadaria
01177703-n	0	0	manifestação
01177857-v	0	0	devorar
01177899-a	0.125	0.5	mental
01178134-a	0	0.875	descorado
01178195-n	0	0	Walkout
01178335-v	0	0	regurgitar
01178415-n	0	0	Festa do Chá de Boston
01178415-n	0	0	Festa do chá de boston
01178565-v	0	0	alimentar
01178565-v	0	0	dar comida
01178974-a	0	0	celeste
01179276-v	0	0.625	mal-alimentar
01179276-v	0	0.625	subnutrir
01179345-a	0.5	0	celeste
01179393-n	0	0.25	rebeldia
01179547-a	0.125	0	divino
01179707-n	0.125	0	desobediência
01179740-v	0	0.625	forçar a comer
01179767-a	0.5	0	divino
01179865-v	0	0	alimentar se
01179865-v	0	0	alimentar-se
01179865-v	0	0	comer
01179927-n	0	0	Desobediência Civil
01179927-n	0	0	desobediência civil
01180200-n	0	0	desacato
01180206-v	0	0	alimentar
01180351-v	0	0	dar
01180351-v	0	0	servir
01180363-a	0.375	0.25	divino
01180557-n	0	0	contempt of court
01180844-v	0	0	fornecer comida
01180975-v	0.125	0	arranjar
01181166-v	0	0	alimentar
01181166-v	0	0	suprir
01181251-a	0	0	terrestre
01181295-v	0	0	ajudar
01181475-n	0	0.625	devido_processo_legal
01181559-v	0	0	alimentar
01181902-n	0.125	0	causa
01181902-n	0.125	0	processo
01182021-v	0	0	alimentar
01182024-a	0.375	0	digerível
01182152-v	0	0.125	apreciar
01182293-v	0.125	0	indulgir
01182302-a	0	0	assimilável
01182654-n	0	0	causa
01182654-n	0	0	pleito
01182654-n	0	0	processo
01182654-n	0	0	processo judicial
01182709-v	0.125	0	abastecer
01182709-v	0.125	0	fornecer
01182709-v	0.125	0	prover
01182709-v	0.125	0	provisionar
01182709-v	0.125	0	servir
01183166-n	0	0	ação popular
01183424-v	0	0	forrar
01183573-v	0.125	0	satifazer
01183573-v	0.125	0	satisfazer
01183573-v	0.125	0	suprir
01183896-v	0	0	satisfazer
01184261-a	0	0.625	sem cabeça
01184333-v	0	0	regar
01184453-v	0.125	0	colmar
01184453-v	0.125	0	satisfazer
01184625-v	0	0	manter
01184625-v	0	0	sustentar
01184814-n	0	0	procedimento_legal
01184932-a	0	0	pesado
01185011-v	0	0	patrocinar
01185292-n	0	0	Adoção
01185292-n	0	0	adoção
01185304-v	0	0	almoçar
01185304-v	0	0	comer
01185475-v	0	0	alimentar
01185611-n	0	0	apelação
01185611-n	0	0	apelo
01185611-n	0	0	recurso
01185611-n	0	0	recursos (legislação)
01185740-v	0	0	desjejuar
01185875-v	0	0	fornecer café da manhã
01185916-a	0	0	maciço
01185981-n	0.125	0.125	revogação
01186397-n	0	0	bancarrota
01186397-n	0	0	falência
01186408-a	0	0.25	leve
01186428-v	0	0	aleitar
01186428-v	0	0	amamentar
01186428-v	0	0	dar de mamar
01186428-v	0	0	lactar
